# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 21 14:06:08 2018
#
# CONSTRAINT:  where (av_training_set like '%UNK%'
# CONSTRAINT:  and av_pred_class like '%PC%'
# CONSTRAINT:  )
# CONSTRAINT:  order by av_training_set desc, av_pred_class asc
#
# COLUMN kepid:          KepID
# COLUMN tce_plnt_num:   Planet Number
# COLUMN av_training_set: Autovetter Training Set Label
# COLUMN av_pred_class:  Autovetter Predicted Classification
#
rowid,kepid,tce_plnt_num,av_training_set,av_pred_class
856,3230578,3,AFP,AFP
857,3230578,4,AFP,AFP
858,3240556,1,AFP,AFP
859,3240556,2,AFP,AFP
860,3240556,3,AFP,AFP
861,3323168,1,NTP,NTP
862,3323168,2,UNK,NTP
863,3323289,1,AFP,AFP
864,3323289,2,AFP,AFP
865,3323887,1,UNK,AFP
866,3340312,1,AFP,AFP
867,3340313,1,AFP,AFP
868,3340313,2,UNK,AFP
869,3340360,1,AFP,AFP
870,3352751,2,UNK,AFP
871,3353050,1,PC,PC
872,3353454,1,NTP,NTP
873,3354846,1,PC,PC
874,3441159,2,AFP,AFP
875,3441159,3,UNK,NTP
876,3441159,4,UNK,NTP
877,3453026,2,AFP,AFP
878,3453214,1,PC,PC
879,3453272,1,AFP,AFP
880,3539231,1,PC,PC
881,3539331,1,UNK,NTP
882,3539521,1,AFP,AFP
883,3539521,2,NTP,NTP
884,3547091,2,AFP,AFP
885,3547178,1,UNK,PC
886,3547178,2,AFP,AFP
887,3560660,1,AFP,AFP
888,3560660,2,AFP,AFP
889,3560871,1,AFP,AFP
890,3560871,2,AFP,AFP
891,3644128,1,NTP,NTP
892,3644174,1,UNK,AFP
893,3644505,1,AFP,AFP
894,3644523,1,AFP,AFP
895,3660392,2,AFP,AFP
896,3660476,1,UNK,NTP
897,3660476,2,UNK,NTP
898,3660828,1,UNK,NTP
899,3660924,1,PC,PC
900,3749134,1,PC,PC
901,3749348,1,UNK,NTP
902,3749365,1,PC,PC
903,2993038,1,UNK,NTP
904,2993589,1,AFP,AFP
905,2993589,2,AFP,AFP
906,2994092,1,UNK,PC
907,3109924,1,NTP,NTP
908,3109930,1,AFP,PC
909,3109937,1,AFP,AFP
910,3110937,1,AFP,AFP
911,3128552,2,PC,PC
912,3128552,3,PC,PC
913,3128793,1,PC,AFP
914,3230753,1,AFP,AFP
915,3230787,1,AFP,AFP
916,3230805,1,PC,PC
917,3230805,2,UNK,PC
918,3240556,4,AFP,AFP
919,3240556,5,AFP,AFP
920,3240706,1,AFP,AFP
921,3240706,2,AFP,AFP
922,3323887,2,UNK,AFP
923,3324069,1,UNK,PC
924,3324644,1,NTP,AFP
925,3324644,2,UNK,NTP
926,3340360,2,AFP,AFP
927,3340360,3,UNK,NTP
928,3340593,1,UNK,NTP
929,3341760,1,AFP,AFP
930,3341760,2,AFP,AFP
931,3354855,1,NTP,NTP
932,3355104,1,PC,PC
933,3356155,1,UNK,NTP
934,3441340,1,AFP,AFP
935,3441340,2,AFP,AFP
936,3441784,1,AFP,AFP
937,3441784,2,AFP,AFP
938,3453272,2,AFP,AFP
939,3453272,3,AFP,AFP
940,3453494,1,AFP,AFP
941,3453494,2,AFP,AFP
942,3539521,3,AFP,AFP
943,3539632,1,UNK,NTP
944,3539869,1,AFP,AFP
945,3547178,3,AFP,AFP
946,3547187,1,AFP,AFP
947,3547187,2,AFP,AFP
948,3547315,1,AFP,AFP
949,3561464,1,PC,PC
950,3561464,2,PC,PC
951,3561656,1,AFP,AFP
952,3561656,2,AFP,AFP
953,3644523,2,AFP,AFP
954,3644542,1,AFP,AFP
955,3644542,2,AFP,AFP
956,3644602,1,AFP,AFP
957,3660943,1,UNK,NTP
958,3661206,1,UNK,NTP
959,3661361,1,UNK,NTP
960,3661361,2,NTP,NTP
961,3749389,1,NTP,NTP
962,3749389,2,NTP,NTP
963,3749508,1,UNK,NTP
964,3749833,1,NTP,NTP
965,2994888,1,AFP,AFP
966,2994888,2,AFP,AFP
967,2995392,1,PC,PC
968,2995823,1,AFP,AFP
969,3112129,1,AFP,AFP
970,3112129,2,AFP,AFP
971,3113266,1,AFP,AFP
972,3113266,2,AFP,AFP
973,3128853,1,UNK,NTP
974,3130300,1,AFP,AFP
975,3130548,1,AFP,AFP
976,3130548,2,AFP,AFP
977,3231120,1,AFP,AFP
978,3231120,2,AFP,AFP
979,3231137,1,AFP,AFP
980,3231137,2,AFP,AFP
981,3241199,1,AFP,AFP
982,3241199,2,AFP,AFP
983,3241199,3,NTP,NTP
984,3241248,1,AFP,AFP
985,3324986,1,AFP,AFP
986,3326377,1,PC,PC
987,3326377,2,PC,PC
988,3326428,1,AFP,AFP
989,3341934,1,AFP,AFP
990,3341934,2,AFP,AFP
991,3342467,1,UNK,PC
992,3356193,1,UNK,PC
993,3356799,1,NTP,NTP
994,3356799,2,NTP,NTP
995,3356839,1,UNK,NTP
996,3441784,3,AFP,AFP
997,3441864,1,UNK,NTP
998,3441864,2,UNK,NTP
999,3454720,1,AFP,NTP
1000,3454731,1,AFP,AFP
1001,3454731,2,AFP,AFP
1002,3539869,2,AFP,AFP
1003,3540153,1,UNK,AFP
1004,3541800,1,AFP,AFP
1005,3541946,1,PC,PC
1006,3547523,1,AFP,AFP
1007,3547523,2,AFP,AFP
1008,3547692,1,UNK,NTP
1009,3547760,1,AFP,PC
1010,3561656,3,AFP,AFP
1011,3561656,4,AFP,AFP
1012,3561700,1,NTP,NTP
1013,3644653,1,AFP,AFP
1014,3644653,2,AFP,AFP
1015,3645438,1,PC,PC
1016,3645438,2,PC,PC
1017,3661886,1,PC,PC
1018,3661886,2,PC,PC
1019,3662635,1,NTP,NTP
1020,3749833,2,AFP,AFP
1021,3749833,3,AFP,AFP
1022,3749978,1,PC,PC
1023,3749989,1,UNK,NTP
1024,2995823,2,AFP,AFP
1025,2995931,1,UNK,NTP
1026,2996015,1,UNK,NTP
1027,2996015,2,NTP,NTP
1028,3114167,1,PC,PC
1029,3114661,1,AFP,AFP
1030,3114667,1,AFP,AFP
1031,3114811,1,PC,PC
1032,3216518,1,AFP,AFP
1033,3216518,2,AFP,AFP
1034,3216518,3,UNK,NTP
1035,3216838,1,NTP,NTP
1036,3231341,1,PC,PC
1037,3231341,2,PC,PC
1038,3231341,3,PC,PC
1039,3231341,4,PC,PC
1040,3241248,2,AFP,AFP
1041,3241344,1,AFP,AFP
1042,3241344,2,UNK,AFP
1043,3241557,1,AFP,AFP
1044,3326428,2,NTP,NTP
1045,3326428,3,AFP,AFP
1046,3326428,4,NTP,NTP
1047,3327980,1,UNK,AFP
1048,3327992,1,AFP,AFP
1049,3342592,1,AFP,AFP
1050,3342592,2,AFP,AFP
1051,3342628,1,NTP,NTP
1052,3342779,1,UNK,NTP
1053,3425758,1,NTP,NTP
1054,3425802,1,UNK,NTP
1055,3425802,2,UNK,NTP
1056,3442006,1,UNK,NTP
1057,3442006,2,AFP,AFP
1058,3442006,3,AFP,AFP
1059,3442006,4,AFP,AFP
1060,3454731,3,UNK,NTP
1061,3454731,4,UNK,NTP
1062,3454731,5,UNK,NTP
1063,3454941,1,UNK,NTP
1064,3541946,2,PC,PC
1065,3541946,3,PC,PC
1066,3542119,1,UNK,NTP
1067,3547760,2,UNK,PC
1068,3548044,1,PC,PC
1069,3548044,2,PC,PC
1070,3548369,1,AFP,AFP
1071,3561700,2,UNK,NTP
1072,3626325,1,UNK,NTP
1073,3629100,1,NTP,NTP
1074,3629330,1,PC,PC
1075,3645438,3,PC,PC
1076,3645863,1,AFP,AFP
1077,3645863,2,AFP,AFP
1078,3662838,1,AFP,PC
1079,3662838,2,AFP,AFP
1080,3662838,3,AFP,AFP
1081,3663141,1,AFP,AFP
1082,3749989,2,UNK,NTP
1083,3752110,1,PC,PC
1084,3756264,1,PC,PC
1085,3756613,1,UNK,NTP
1086,2997178,1,AFP,AFP
1087,2997455,1,AFP,AFP
1088,2997455,2,UNK,AFP
1089,2997459,1,PC,PC
1090,3115272,1,NTP,NTP
1091,3115435,1,NTP,NTP
1092,3115480,1,UNK,AFP
1093,3115728,1,AFP,AFP
1094,3217264,1,PC,PC
1095,3217264,2,PC,PC
1096,3217264,3,PC,PC
1097,3217554,1,UNK,NTP
1098,3231406,1,AFP,AFP
1099,3231406,2,AFP,AFP
1100,3231406,3,AFP,AFP
1101,3231406,4,AFP,AFP
1102,3241604,1,AFP,AFP
1103,3241619,1,AFP,AFP
1104,3241619,2,AFP,AFP
1105,3241662,1,AFP,AFP
1106,3241685,1,AFP,AFP
1107,3327992,2,UNK,NTP
1108,3327993,1,AFP,AFP
1109,3328026,1,AFP,AFP
1110,3328027,1,AFP,AFP
1111,3342794,1,PC,PC
1112,3342794,2,PC,PC
1113,3342952,1,AFP,AFP
1114,3342970,1,PC,PC
1115,3425851,1,PC,PC
1116,3426367,1,PC,PC
1117,3426991,1,UNK,NTP
1118,3427727,1,AFP,AFP
1119,3442054,1,AFP,AFP
1120,3442054,2,AFP,AFP
1121,3442055,1,PC,PC
1122,3442058,1,AFP,AFP
1123,3455863,1,AFP,AFP
1124,3455863,2,AFP,AFP
1125,3455863,3,AFP,AFP
1126,3542167,1,NTP,NTP
1127,3542222,1,AFP,AFP
1128,3542345,1,AFP,AFP
1129,3542345,2,NTP,NTP
1130,3548369,2,AFP,AFP
1131,3548449,1,UNK,NTP
1132,3548622,1,UNK,NTP
1133,3629430,1,AFP,AFP
1134,3629430,2,AFP,AFP
1135,3629473,1,AFP,NTP
1136,3646449,1,PC,PC
1137,3647291,1,UNK,NTP
1138,3648000,1,UNK,NTP
1139,3648131,1,UNK,NTP
1140,3663141,2,AFP,AFP
1141,3663173,1,PC,PC
1142,3663494,1,UNK,PC
1143,3663904,1,AFP,AFP
1144,3757407,1,AFP,AFP
1145,3757407,2,AFP,AFP
1146,3757407,3,AFP,AFP
1147,2998070,1,UNK,NTP
1148,2998070,2,UNK,NTP
1149,2998124,1,AFP,AFP
1150,3115728,2,AFP,AFP
1151,3115728,3,AFP,AFP
1152,3115833,1,PC,PC
1153,3217554,2,UNK,NTP
1154,3217554,3,AFP,AFP
1155,3217554,4,AFP,AFP
1156,3218308,1,UNK,NTP
1157,3231410,1,AFP,AFP
1158,3231410,2,UNK,NTP
1159,3231410,3,AFP,AFP
1160,3231950,1,UNK,NTP
1161,3241685,2,AFP,AFP
1162,3244792,1,PC,PC
1163,3245000,1,UNK,AFP
1164,3328052,1,AFP,AFP
1165,3328080,1,PC,PC
1166,3329204,1,PC,PC
1167,3342970,2,PC,PC
1168,3343281,1,AFP,AFP
1169,3343854,1,UNK,NTP
1170,3343866,1,UNK,AFP
1171,3427727,2,AFP,AFP
1172,3427759,1,UNK,NTP
1173,3427776,1,AFP,AFP
1174,3427776,2,AFP,AFP
1175,3442058,2,AFP,AFP
1176,3442058,3,AFP,AFP
1177,3442058,4,AFP,AFP
1178,3456198,1,AFP,AFP
1179,3456198,2,AFP,AFP
1180,3456198,3,UNK,NTP
1181,3456605,1,UNK,NTP
1182,3542345,3,AFP,AFP
1183,3542566,1,UNK,NTP
1184,3542573,1,UNK,AFP
1185,3542574,1,AFP,AFP
1186,3548639,1,AFP,AFP
1187,3548639,2,AFP,AFP
1188,3548900,1,UNK,NTP
1189,3548900,2,AFP,AFP
1190,3629474,1,AFP,AFP
1191,3629967,1,PC,PC
1192,3632089,1,PC,PC
1193,3632089,2,PC,PC
1194,3648289,1,UNK,NTP
1195,3648437,1,PC,PC
1196,3649426,1,NTP,NTP
1197,3650040,1,AFP,AFP
1198,3650040,2,AFP,AFP
1199,3663904,2,AFP,AFP
1200,3728432,1,PC,PC
1201,3728701,1,PC,PC
1202,3730335,1,AFP,AFP
1203,3757521,1,UNK,NTP
1204,3757521,2,UNK,NTP
1205,3757588,1,AFP,AFP
1206,3757588,2,AFP,AFP
1207,2998124,2,AFP,AFP
1208,2998561,1,UNK,NTP
1209,2998561,2,NTP,NTP
1210,3001885,1,AFP,AFP
1211,3116412,1,PC,PC
1212,3116989,1,UNK,NTP
1213,3117510,1,AFP,NTP
1214,3117510,2,NTP,NTP
1215,3218637,1,UNK,NTP
1216,3218688,1,AFP,AFP
1217,3218908,1,PC,PC
1218,3232859,1,AFP,AFP
1219,3232859,2,AFP,AFP
1220,3233043,1,AFP,AFP
1221,3233043,2,AFP,AFP
1222,3245420,1,AFP,AFP
1223,3245420,2,AFP,AFP
1224,3245420,3,NTP,NTP
1225,3245638,1,UNK,NTP
1226,3329643,1,AFP,AFP
1227,3329839,1,NTP,NTP
1228,3330684,1,AFP,AFP
1229,3330688,1,NTP,NTP
1230,3344419,1,AFP,AFP
1231,3344427,1,AFP,AFP
1232,3345675,1,PC,PC
1233,3346027,1,UNK,NTP
1234,3428013,1,AFP,AFP
1235,3428013,2,AFP,AFP
1236,3428468,1,AFP,AFP
1237,3428468,2,AFP,AFP
1238,3443127,1,AFP,AFP
1239,3443127,2,AFP,AFP
1240,3443582,1,NTP,NTP
1241,3443790,1,AFP,AFP
1242,3456780,1,UNK,NTP
1243,3456780,2,UNK,NTP
1244,3456945,1,AFP,AFP
1245,3542588,1,AFP,AFP
1246,3543070,1,AFP,AFP
1247,3543070,2,UNK,NTP
1248,3543070,3,AFP,AFP
1249,3548900,3,AFP,AFP
1250,3550372,1,PC,AFP
1251,3550434,1,AFP,PC
1252,3632418,1,PC,AFP
1253,3632418,2,NTP,NTP
1254,3633806,1,UNK,NTP
1255,3633889,1,NTP,NTP
1256,3650049,1,UNK,AFP
1257,3650057,1,UNK,NTP
1258,3650111,1,NTP,NTP
1259,3650111,2,NTP,NTP
1260,3730390,1,AFP,AFP
1261,3730390,2,AFP,AFP
1262,3732035,1,PC,PC
1263,3757590,1,AFP,AFP
1264,3757590,2,NTP,NTP
1265,3757778,1,AFP,AFP
1266,3757778,2,AFP,AFP
1267,3757814,1,UNK,NTP
1268,3002336,1,UNK,NTP
1269,3002478,1,PC,PC
1270,3003019,1,UNK,AFP
1271,3003991,1,AFP,AFP
1272,3117511,1,AFP,AFP
1273,3117511,2,AFP,AFP
1274,3117514,1,NTP,NTP
1275,3118797,1,PC,PC
1276,3218908,2,PC,PC
1277,3218908,3,AFP,PC
1278,3219037,1,PC,PC
1279,3219037,2,UNK,PC
1280,3233302,1,AFP,AFP
1281,3233302,2,AFP,AFP
1282,3234598,1,PC,PC
1283,3234598,2,PC,PC
1284,3245969,1,PC,PC
1285,3246083,1,NTP,NTP
1286,3246083,2,NTP,NTP
1287,3246782,1,NTP,NTP
1288,3335813,1,AFP,AFP
1289,3335816,1,UNK,AFP
1290,3336055,1,UNK,NTP
1291,3336283,1,AFP,NTP
1292,3346027,2,AFP,AFP
1293,3346027,3,AFP,AFP
1294,3346154,1,PC,PC
1295,3429637,1,AFP,AFP
1296,3429637,2,AFP,AFP
1297,3429973,1,AFP,AFP
1298,3429973,2,AFP,AFP
1299,3443790,2,AFP,AFP
1300,3444098,1,AFP,AFP
1301,3444588,1,PC,PC
1302,3444699,1,NTP,NTP
1303,3456945,2,AFP,AFP
1304,3456945,3,AFP,AFP
1305,3457172,1,NTP,NTP
1306,3457192,1,AFP,AFP
1307,3457192,2,AFP,AFP
1308,3543270,1,AFP,AFP
1309,3543270,2,AFP,AFP
1310,3543433,1,UNK,NTP
1311,3543931,1,UNK,NTP
1312,3553413,1,UNK,NTP
1313,3553413,2,NTP,NTP
1314,3553900,1,PC,PC
1315,3554031,1,PC,PC
1316,3554031,2,PC,PC
1317,3634051,1,PC,PC
1318,3634051,2,PC,PC
1319,3634169,1,UNK,AFP
1320,3654095,1,AFP,AFP
1321,3654515,1,AFP,AFP
1322,3654515,2,AFP,AFP
1323,3732821,1,PC,PC
1324,3732894,1,AFP,AFP
1325,3733346,1,AFP,AFP
1326,3733346,2,AFP,AFP
1327,3733628,1,PC,PC
1328,3757814,2,UNK,NTP
1329,3758403,1,AFP,AFP
1330,3758403,2,AFP,AFP
1331,3003992,1,AFP,AFP
1332,3003992,2,AFP,AFP
1333,3097346,1,AFP,AFP
1334,3097352,1,AFP,AFP
1335,3097352,2,AFP,AFP
1336,3119256,1,AFP,AFP
1337,3119256,2,UNK,NTP
1338,3119256,3,NTP,NTP
1339,3219256,1,AFP,AFP
1340,3219256,2,AFP,AFP
1341,3219643,1,PC,PC
1342,3234843,1,PC,PC
1343,3234843,2,PC,PC
1344,3236705,1,PC,PC
1345,3238010,1,UNK,NTP
1346,3246867,1,UNK,PC
1347,3246890,1,AFP,AFP
1348,3246890,2,AFP,AFP
1349,3336283,2,AFP,AFP
1350,3336283,3,AFP,AFP
1351,3336283,4,AFP,AFP
1352,3336476,1,AFP,AFP
1353,3346195,1,AFP,AFP
1354,3346195,2,AFP,AFP
1355,3346195,3,UNK,NTP
1356,3346543,1,UNK,PC
1357,3431662,1,NTP,NTP
1358,3433668,1,PC,PC
1359,3437557,1,AFP,AFP
1360,3445068,1,NTP,NTP
1361,3445406,1,UNK,NTP
1362,3445443,1,NTP,NTP
1363,3445812,1,AFP,NTP
1364,3458028,1,PC,PC
1365,3458318,1,UNK,NTP
1366,3458687,1,UNK,NTP
1367,3543931,2,UNK,NTP
1368,3544595,1,PC,PC
1369,3544640,1,PC,PC
1370,3544653,1,UNK,NTP
1371,3554031,3,PC,AFP
1372,3554600,1,AFP,AFP
1373,3554600,2,AFP,AFP
1374,3555191,1,AFP,AFP
1375,3634384,1,AFP,AFP
1376,3634384,2,AFP,AFP
1377,3634981,1,UNK,NTP
1378,3635233,1,AFP,AFP
1379,3654719,1,AFP,AFP
1380,3654950,1,AFP,AFP
1381,3655115,1,AFP,AFP
1382,3655115,2,AFP,AFP
1383,3733638,1,UNK,PC
1384,3733693,1,UNK,NTP
1385,3734418,1,PC,PC
1386,3758443,1,NTP,NTP
1387,3758499,1,PC,PC
1388,3758922,1,UNK,PC
1389,3759974,1,NTP,NTP
1390,3097912,1,AFP,AFP
1391,3097912,2,AFP,AFP
1392,3097926,1,PC,PC
1393,3119307,1,AFP,AFP
1394,3119307,2,AFP,AFP
1395,3119604,1,AFP,AFP
1396,3119604,2,AFP,AFP
1397,3219995,1,PC,PC
1398,3221077,1,UNK,NTP
1399,3221272,1,UNK,AFP
1400,3221310,1,UNK,AFP
1401,3222104,1,UNK,NTP
1402,3238059,1,NTP,NTP
1403,3238073,1,AFP,AFP
1404,3238073,2,AFP,AFP
1405,3238245,1,AFP,AFP
1406,3246890,3,AFP,AFP
1407,3246890,4,NTP,NTP
1408,3246890,5,AFP,AFP
1409,3246984,1,AFP,AFP
1410,3246984,2,AFP,AFP
1411,3336765,1,AFP,AFP
1412,3336845,1,AFP,AFP
1413,3336845,2,AFP,AFP
1414,3336937,1,NTP,NTP
1415,3347258,1,NTP,NTP
1416,3347307,1,UNK,AFP
1417,3347337,1,NTP,NTP
1418,3437557,2,UNK,NTP
1419,3437557,3,AFP,AFP
1420,3437739,1,AFP,AFP
1421,3437776,1,AFP,AFP
1422,3446451,1,AFP,AFP
1423,3446471,1,AFP,AFP
1424,3446471,2,AFP,AFP
1425,3446471,3,UNK,NTP
1426,3458919,1,NTP,AFP
1427,3458990,1,NTP,NTP
1428,3459199,1,AFP,AFP
1429,3459226,1,UNK,NTP
1430,3544678,1,AFP,AFP
1431,3544678,2,AFP,AFP
1432,3544689,1,AFP,AFP
1433,3544694,1,AFP,AFP
1434,3555191,2,AFP,AFP
1435,3556220,1,AFP,AFP
1436,3556742,1,UNK,AFP
1437,3556847,1,UNK,NTP
1438,3635233,2,AFP,AFP
1439,3635233,3,UNK,NTP
1440,3635233,4,AFP,AFP
1441,3640832,1,NTP,NTP
1442,3655115,3,AFP,AFP
1443,3655326,1,AFP,AFP
1444,3655326,2,AFP,AFP
1445,3655332,1,AFP,AFP
1446,3734868,1,AFP,AFP
1447,3734868,2,AFP,AFP
1448,3735629,1,AFP,AFP
1449,3735634,1,AFP,AFP
1450,3742855,1,AFP,AFP
1451,3760002,1,UNK,NTP
1452,3760002,2,AFP,AFP
1453,3760002,3,AFP,AFP
1454,3098015,1,UNK,NTP
1455,3098015,2,AFP,AFP
1456,3098015,3,AFP,AFP
1457,3098184,1,UNK,AFP
1458,3120057,1,UNK,NTP
1459,3120057,2,AFP,AFP
1460,3120057,3,AFP,AFP
1461,3222183,1,UNK,NTP
1462,3222183,2,AFP,AFP
1463,3222183,3,AFP,AFP
1464,3238245,2,AFP,AFP
1465,3238686,1,NTP,NTP
1466,3238787,1,UNK,NTP
1467,3239171,1,PC,PC
1468,3246984,3,AFP,AFP
1469,3247039,1,AFP,AFP
1470,3247039,2,AFP,AFP
1471,3337002,1,AFP,AFP
1472,3337002,2,AFP,AFP
1473,3337061,1,AFP,AFP
1474,3337351,1,AFP,AFP
1475,3347395,1,UNK,NTP
1476,3347395,2,UNK,NTP
1477,3347485,1,AFP,AFP
1478,3347485,2,AFP,AFP
1479,3437776,2,AFP,AFP
1480,3437940,1,UNK,NTP
1481,3437940,2,UNK,NTP
1482,3437940,3,NTP,NTP
1483,3446746,1,PC,PC
1484,3446837,1,UNK,NTP
1485,3446837,2,UNK,NTP
1486,3446837,3,NTP,NTP
1487,3459261,1,NTP,NTP
1488,3459261,2,NTP,NTP
1489,3526331,1,AFP,AFP
1490,3529147,1,NTP,NTP
1491,3544878,1,AFP,AFP
1492,3544878,2,AFP,AFP
1493,3544900,1,NTP,NTP
1494,3545038,1,AFP,AFP
1495,3557043,1,NTP,NTP
1496,3557273,1,AFP,AFP
1497,3557273,2,AFP,AFP
1498,3640832,2,UNK,NTP
1499,3640905,1,PC,PC
1500,3640905,2,PC,PC
1501,3641023,1,AFP,AFP
1502,3655513,1,AFP,AFP
1503,3655513,2,AFP,AFP
1504,3655513,3,UNK,NTP
1505,3742855,2,AFP,AFP
1506,3743511,1,UNK,NTP
1507,3744309,1,NTP,NTP
1508,3744309,2,NTP,NTP
1509,3761175,1,AFP,AFP
1510,3761175,2,AFP,AFP
1511,3761319,1,AFP,PC
1512,3761641,1,NTP,NTP
1513,3098184,2,UNK,AFP
1514,3098184,3,UNK,AFP
1515,3098184,4,UNK,AFP
1516,3098184,5,UNK,AFP
1517,3098194,1,AFP,AFP
1518,3120276,1,AFP,AFP
1519,3120308,1,AFP,AFP
1520,3120320,1,UNK,AFP
1521,3120355,1,PC,PC
1522,3222680,1,AFP,AFP
1523,3223460,1,NTP,NTP
1524,3228740,1,AFP,AFP
1525,3228804,1,AFP,AFP
1526,3239636,1,AFP,AFP
1527,3239671,1,PC,PC
1528,3239926,1,NTP,NTP
1529,3247268,1,PC,PC
1530,3247268,2,PC,PC
1531,3247294,1,AFP,AFP
1532,3247294,2,AFP,AFP
1533,3247306,1,AFP,AFP
1534,3337351,2,AFP,AFP
1535,3337351,3,AFP,AFP
1536,3337351,4,AFP,AFP
1537,3347485,3,AFP,AFP
1538,3347485,4,AFP,AFP
1539,3347643,1,AFP,AFP
1540,3438507,1,PC,PC
1541,3438975,1,AFP,AFP
1542,3438976,1,AFP,AFP
1543,3439031,1,AFP,AFP
1544,3446996,1,UNK,NTP
1545,3446996,2,UNK,NTP
1546,3447701,1,NTP,NTP
1547,3529242,1,AFP,AFP
1548,3529242,2,AFP,AFP
1549,3529290,1,PC,PC
1550,3545038,2,AFP,AFP
1551,3545135,1,PC,PC
1552,3545457,1,UNK,NTP
1553,3557283,1,UNK,AFP
1554,3557526,1,AFP,AFP
1555,3557560,1,PC,PC
1556,3558145,1,UNK,NTP
1557,3641023,2,AFP,AFP
1558,3641023,3,NTP,NTP
1559,3641023,4,NTP,NTP
1560,3656121,1,PC,PC
1561,3656121,2,PC,PC
1562,3656322,1,UNK,AFP
1563,3656648,1,NTP,NTP
1564,3745559,1,PC,PC
1565,3745690,1,PC,PC
1566,3745690,2,PC,PC
1567,3745690,3,PC,PC
1568,3761641,2,NTP,NTP
1569,3761788,1,UNK,NTP
1570,3762468,1,PC,PC
1571,3098194,2,AFP,AFP
1572,3098194,3,UNK,NTP
1573,3098194,4,UNK,NTP
1574,3098197,1,AFP,AFP
1575,3098197,2,AFP,AFP
1576,3120397,1,AFP,AFP
1577,3120431,1,AFP,AFP
1578,3120650,1,UNK,NTP
1579,3120889,1,NTP,NTP
1580,3228824,1,AFP,AFP
1581,3228825,1,AFP,AFP
1582,3228918,1,AFP,AFP
1583,3239945,1,PC,PC
1584,3239945,2,UNK,NTP
1585,3239945,3,PC,PC
1586,3239945,4,PC,NTP
1587,3240049,1,AFP,AFP
1588,3247306,2,AFP,AFP
1589,3247396,1,AFP,AFP
1590,3247404,1,AFP,AFP
1591,3337425,1,AFP,AFP
1592,3337432,1,AFP,AFP
1593,3337438,1,AFP,AFP
1594,3337548,1,AFP,AFP
1595,3347643,2,AFP,AFP
1596,3348082,1,AFP,AFP
1597,3348082,2,PC,PC
1598,3348082,3,PC,PC
1599,3439096,1,AFP,AFP
1600,3439374,1,AFP,AFP
1601,3439374,2,AFP,AFP
1602,3447722,1,PC,PC
1603,3447722,2,PC,PC
1604,3447722,3,PC,PC
1605,3448130,1,PC,PC
1606,3529290,2,PC,PC
1607,3530245,1,NTP,NTP
1608,3530668,1,AFP,AFP
1609,3530668,2,UNK,AFP
1610,3545457,2,AFP,AFP
1611,3545457,3,AFP,AFP
1612,3545457,4,UNK,NTP
1613,3545478,1,PC,PC
1614,3545626,1,UNK,PC
1615,3558145,2,UNK,NTP
1616,3558803,1,AFP,AFP
1617,3558849,1,PC,PC
1618,3641702,1,UNK,NTP
1619,3641726,1,PC,PC
1620,3642289,1,PC,PC
1621,3642289,2,PC,PC
1622,3656700,1,UNK,AFP
1623,3656905,1,UNK,NTP
1624,3656913,1,NTP,NTP
1625,3746248,1,AFP,AFP
1626,3746248,2,AFP,AFP
1627,3747118,1,UNK,NTP
1628,3762553,1,UNK,NTP
1629,3762553,2,NTP,NTP
1630,3762741,1,AFP,AFP
1631,3762741,2,AFP,AFP
1632,3763579,1,AFP,AFP
1633,3098605,1,UNK,AFP
1634,3098810,1,PC,PC
1635,3098843,1,AFP,AFP
1636,3120889,2,UNK,NTP
1637,3120889,3,NTP,NTP
1638,3120904,1,PC,PC
1639,3121340,1,AFP,AFP
1640,3228945,1,AFP,AFP
1641,3228959,1,AFP,AFP
1642,3228959,2,AFP,AFP
1643,3228986,1,AFP,AFP
1644,3240158,1,PC,PC
1645,3240158,2,PC,PC
1646,3240158,3,UNK,PC
1647,3240159,1,AFP,AFP
1648,3247503,1,AFP,AFP
1649,3247503,2,AFP,AFP
1650,3247616,1,AFP,AFP
1651,3247616,2,UNK,NTP
1652,3338608,1,AFP,AFP
1653,3338608,2,UNK,NTP
1654,3338608,3,AFP,AFP
1655,3338660,1,AFP,AFP
1656,3348090,1,AFP,AFP
1657,3348093,1,AFP,AFP
1658,3348216,1,PC,PC
1659,3348285,1,AFP,AFP
1660,3348288,1,AFP,AFP
1661,3440074,1,UNK,NTP
1662,3440074,2,AFP,AFP
1663,3440074,3,AFP,AFP
1664,3440118,1,PC,PC
1665,3448230,1,AFP,AFP
1666,3448299,1,AFP,AFP
1667,3448323,1,AFP,AFP
1668,3448456,1,AFP,AFP
1669,3531558,1,PC,PC
1670,3532510,1,NTP,NTP
1671,3532510,2,UNK,NTP
1672,3532982,1,AFP,AFP
1673,3545840,1,NTP,NTP
1674,3545840,2,NTP,NTP
1675,3546060,1,PC,PC
1676,3546419,1,NTP,NTP
1677,3558981,1,AFP,AFP
1678,3558981,2,UNK,AFP
1679,3559860,1,PC,PC
1680,3559860,2,PC,PC
1681,3642324,1,NTP,NTP
1682,3642335,1,PC,PC
1683,3642335,2,UNK,NTP
1684,3657176,1,AFP,AFP
1685,3657547,1,NTP,NTP
1686,3657758,1,PC,PC
1687,3657758,2,PC,PC
1688,3747262,1,AFP,AFP
